INSTNM,CITY,INSTURL,st_fips,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE
University of Maine at Presque Isle,Presque Isle,www.umpi.edu/,23,46.6724,-68.0165,0,0,NULL,NULL
University of New England,Biddeford,www.une.edu/,23,43.4582,-70.3859,0,0,NULL,0.8584
Northern Maine Community College,Presque Isle,www.nmcc.edu,23,46.6947,-68.0348,0,0,NULL,0.681
Empire Beauty School-Maine,Portland,www.empire.edu,23,43.6679,-70.2582,0,0,NULL,NULL
Maine College of Art,Portland,www.meca.edu,23,43.6537,-70.262,0,0,NULL,0.9625
Saint Joseph's College of Maine,Standish,www.sjcme.edu,23,43.8265,-70.4835,0,0,30,0.7778
Spa Tech Institute-Westbrook,Westbrook,SpaTech.edu,23,43.6777,-70.3342,0,0,NULL,NULL
Southern Maine Community College,South Portland,www.smccME.edu,23,43.6473,-70.2281,0,0,NULL,NULL
University of Southern Maine,Portland,www.usm.maine.edu,23,43.6626,-70.276,0,0,NULL,0.828
Thomas College,Waterville,www.thomas.edu,23,44.524,-69.6629,0,0,NULL,0.7244
Unity College,Unity,www.unity.edu,23,44.6032,-69.3323,0,0,NULL,0.8882
Washington County Community College,Calais,www.wccc.me.edu,23,45.1655,-67.2433,0,0,NULL,NULL
Aaron's Academy of Beauty,Waldorf,www.aaronsacademy.com,24,38.6114,-76.902,0,0,NULL,NULL
Aesthetics Institute of Cosmetology,Gaithersburg,www.aiclakeforest.com/,24,39.151,-77.2059,0,0,NULL,NULL
Allegany College of Maryland,Cumberland,www.allegany.edu,24,39.6527,-78.7298,0,0,NULL,NULL
Anne Arundel Community College,Arnold,www.aacc.edu,24,39.0498,-76.5122,0,0,NULL,NULL
TESST College of Technology-Towson,Towson,www.tesst.com/towson-md/,24,39.4018,-76.5724,0,0,NULL,NULL
Award Beauty School,Hagerstown,www.AwardBeautySchool.com,24,39.6404,-77.7203,0,0,NULL,NULL
Baltimore Studio of Hair Design,Baltimore,www.baltimorestudio.com,24,39.2935,-76.62,0,0,NULL,NULL
Baltimore City Community College,Baltimore,www.bccc.edu,24,39.32,-76.6629,0,0,NULL,NULL
University of Baltimore,Baltimore,www.ubalt.edu,24,39.3058,-76.6166,0,0,NULL,0.7295
Bowie State University,Bowie,www.bowiestate.edu,24,39.0182,-76.7597,0,0,NULL,0.5176
Capitol College,Laurel,www.capitol-college.edu,24,39.047,-76.8514,0,0,NULL,0.5903
Cecil College,North East,www.cecil.edu,24,39.6422,-75.9559,0,0,NULL,NULL
College of Southern Maryland,La Plata,www.csmd.edu/,24,38.5596,-77.0093,0,0,NULL,NULL
Chesapeake College,Wye Mills,www.chesapeake.edu,24,38.9518,-76.0831,0,0,NULL,NULL
Washington Adventist University,Takoma Park,www.wau.edu,24,38.9872,-77.0013,0,0,95,0.3271
Coppin State University,Baltimore,www.coppin.edu,24,39.3108,-76.6585,0,0,NULL,0.355
Delmarva Beauty Academy,Salisbury,www.delmarvabeautyacademy.com/,24,38.3387,-75.5999,0,0,NULL,NULL
North American Trade Schools,Baltimore,natradeschools.com,24,39.3095,-76.7494,0,0,NULL,NULL
Frederick Community College,Frederick,www.frederick.edu,24,39.4522,-77.4178,0,0,NULL,NULL
Frostburg State University,Frostburg,www.frostburg.edu,24,39.6515,-78.9339,0,0,NULL,0.5945
Garrett College,McHenry,www.garrettcollege.edu,24,39.5607,-79.3433,0,0,NULL,NULL
Goucher College,Baltimore,WWW.GOUCHER.EDU,24,39.4102,-76.5948,0,0,NULL,0.7173
Kaplan University-Hagerstown Campus,Hagerstown,www.kaplanuniversity.edu/hagerstown-maryland.aspx,24,39.673,-77.7225,0,0,NULL,NULL
Hagerstown Community College,Hagerstown,www.hagerstowncc.edu/admissions/apply-online,24,39.631,-77.6674,0,0,NULL,NULL
Harford Community College,Bel Air,www.harford.edu,24,39.5613,-76.2818,0,0,NULL,NULL
Hood College,Frederick,www.hood.edu,24,39.4219,-77.4193,0,0,NULL,0.8102
Howard Community College,Columbia,www.howardcc.edu,24,39.2116,-76.8784,0,0,NULL,NULL
The Colorlab Academy of Hair,Bel Air,thecolorlabacademy.com,24,39.5319,-76.3499,0,0,NULL,NULL
Johns Hopkins University,Baltimore,www.jhu.edu,24,39.3284,-76.6208,0,0,NULL,0.1813
L'Academie de Cuisine,Gaithersburg,www.lacademie.com,24,39.1182,-77.1902,0,0,NULL,0.8421
Lincoln College of Technology-Columbia,Columbia,www.lincolntech.com,24,39.1773,-76.8304,0,0,NULL,NULL
Loyola University Maryland,Baltimore,www.loyola.edu,24,39.346,-76.6234,0,0,30,0.58
Maryland Beauty Academy of Reisterstown,Reisterstown,www.baltimorestudio.com,24,39.4575,-76.8202,0,0,NULL,NULL
University of Maryland-University College,Adelphi,www.umuc.edu,24,38.9863,-76.9541,0,0,NULL,NULL
University of Maryland-Baltimore,Baltimore,www.umaryland.edu,24,39.2913,-76.625,0,0,NULL,NULL
University of Maryland-Baltimore County,Baltimore,www.umbc.edu,24,39.2567,-76.7116,0,0,NULL,0.6315
University of Maryland-College Park,College Park,www.umd.edu,24,38.9886,-76.9397,0,0,NULL,0.4699
Maryland Institute College of Art,Baltimore,www.mica.edu,24,39.3088,-76.621,0,0,NULL,0.5803
University of Maryland Eastern Shore,Princess Anne,www.umes.edu,24,38.2112,-75.6872,0,0,NULL,0.5502
Fortis Institute-Towson,Towson,www.fortis.edu,24,39.4033,-76.6046,0,0,NULL,NULL
Montgomery Beauty School,Silver Spring,www.MontgomeryBeautySchool.com,24,38.9998,-77.0015,0,0,NULL,NULL
Montgomery College,Rockville,www.montgomerycollege.edu,24,39.0956,-77.1583,0,0,NULL,NULL
Morgan State University,Baltimore,www.morgan.edu,24,39.3442,-76.5842,0,0,NULL,0.5757
Mount St Mary's University,Emmitsburg,www.msmary.edu,24,39.6806,-77.3522,0,0,30,0.6741
Ner Israel Rabbinical College,Baltimore,NULL,24,39.3878,-76.7518,1,0,80,0.8154
Hair Academy Inc-New Carrollton,New Carrollton,www.HairAcademyMD.com,24,38.9562,-76.8695,0,0,NULL,NULL
Notre Dame of Maryland University,Baltimore,www.ndm.edu,24,39.3513,-76.6197,0,1,30,0.4964
Prince George's Community College,Largo,www.pgcc.edu,24,38.8885,-76.8242,0,0,NULL,NULL
TESST College of Technology-Baltimore,Baltimore,www.tesst.com/baltimore-md/,24,39.2607,-76.6656,0,0,NULL,NULL
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,www.robertpaulacademy.com,24,39.4311,-76.6219,0,0,NULL,NULL
Maryland Beauty Academy of Essex,Baltimore,www.baltimorestudio.com,24,39.3081,-76.4756,0,0,NULL,NULL
Salisbury University,Salisbury,www.salisbury.edu,24,38.3454,-75.6057,0,0,NULL,0.5494
St Mary's College of Maryland,St. Mary's City,www.smcm.edu,24,38.1886,-76.4257,0,0,NULL,0.7204
Sojourner-Douglass College,Baltimore,www.sdc.edu,24,39.2963,-76.5982,0,0,NULL,NULL
St John's College,Annapolis,www.sjc.edu,24,38.9815,-76.4914,0,0,NULL,0.8099
TESST College of Technology-Beltsville,Beltsville,www.tesst.com/beltsville-md/,24,39.0456,-76.9134,0,0,NULL,NULL
Towson University,Towson,www.towson.edu,24,39.393,-76.6123,0,0,NULL,0.6034
Maryland University of Integrative Health,Laurel,WWW.muih.EDU,24,39.1659,-76.888,0,0,NULL,NULL
International Beauty School,Cumberland,www.ibscosmetology.com,24,39.6535,-78.7628,0,0,NULL,NULL
Stevenson University,Stevenson,www.stevenson.edu,24,39.4213,-76.7012,0,0,NULL,0.5959
Washington College,Chestertown,www.washcoll.edu,24,39.2173,-76.0688,0,0,NULL,0.6655
McDaniel College,Westminster,www.mcdaniel.edu,24,39.5849,-77.0017,0,0,NULL,0.7587
Wor-Wic Community College,Salisbury,www.worwic.edu,24,38.374,-75.5009,0,0,NULL,NULL
Hult International Business School,Cambridge,www.hult.edu,25,NULL,NULL,0,0,NULL,NULL
New England College of Business and Finance,Boston,www.necb.edu/,25,42.3536,-71.0567,0,0,NULL,NULL
American International College,Springfield,www.aic.edu,25,42.1127,-72.5585,0,0,NULL,0.6779
Amherst College,Amherst,www.amherst.edu,25,42.3725,-72.5185,0,0,NULL,0.1428
Andover Newton Theological School,Newton Centre,www.ants.edu,25,42.3247,-71.1896,0,0,52,NULL
Anna Maria College,Paxton,www.annamaria.edu,25,42.3306,-71.919,0,0,30,0.7756
Assabet Valley Regional Technical School,Marlborough,www.assabettech.com,25,42.3677,-71.5681,0,0,NULL,0.5098
Assumption College,Worcester,www.assumption.edu,25,42.2954,-71.8284,0,0,30,0.7422
Babson College,Wellesley,www.babson.edu,25,42.2965,-71.2695,0,0,NULL,0.2821
Bancroft School of Massage Therapy,Worcester,www.bancroftsmt.com,25,42.2693,-71.7788,0,0,NULL,NULL
Boston Baptist College,Boston,Boston.edu,25,42.254,-71.1103,0,0,54,0.8065
Bay Path College,Longmeadow,www.baypath.edu,25,42.0554,-72.584,0,1,NULL,0.576
Bay State College,Boston,www.baystate.edu,25,42.352,-71.077,0,0,NULL,0.5845
Bay State School of Technology,Canton,www.baystatetech.org,25,42.1795,-71.1135,0,0,NULL,NULL
Becker College,Worcester,www.becker.edu,25,42.2692,-71.8119,0,0,NULL,0.6255
Bentley University,Waltham,www.bentley.edu,25,42.3888,-71.2201,0,0,NULL,0.4379
Berklee College of Music,Boston,www.berklee.edu,25,42.3469,-71.087,0,0,NULL,0.3617
Berkshire Community College,Pittsfield,www.berkshirecc.edu,25,42.4609,-73.3188,0,0,NULL,NULL
Empire Beauty School-Boston,Boston,www.empire.edu,25,42.3547,-71.0625,0,0,NULL,NULL
Boston Architectural College,Boston,www.the-bac.edu,25,42.3487,-71.0859,0,0,NULL,NULL
Boston Graduate School of Psychoanalysis Inc,Brookline,www.bgsp.edu,25,42.3395,-71.133,0,0,NULL,NULL
Boston College,Chestnut Hill,www.bc.edu,25,42.3377,-71.1715,0,0,30,0.3222
The Boston Conservatory,Boston,www.bostonconservatory.edu,25,42.3469,-71.0905,0,0,NULL,0.3645
Boston University,Boston,www.bu.edu,25,42.3496,-71.0998,0,0,NULL,0.4561
Brandeis University,Waltham,www.brandeis.edu/,25,42.3649,-71.2547,0,0,NULL,0.3704
Bridgewater State University,Bridgewater,www.bridgew.edu,25,41.9878,-70.9661,0,0,NULL,0.786
Bristol Community College,Fall River,bristolcc.edu/,25,41.7213,-71.1203,0,0,NULL,NULL
Signature Healthcare Brockton Hospital School of Nursing,Brockton,www.bhson.org,25,42.0874,-70.9914,0,0,NULL,0.3953
Bunker Hill Community College,Boston,www.bhcc.mass.edu,25,42.3748,-71.0693,0,0,NULL,NULL
Cambridge College,Cambridge,www.cambridgecollege.edu,25,42.3692,-71.1108,0,0,NULL,NULL
Cape Cod Community College,West Barnstable,www.capecod.edu,25,41.6919,-70.3373,0,0,NULL,NULL
Catherine Hinds Institute of Esthetics,Woburn,www.catherinehinds.edu,25,42.4927,-71.1371,0,0,NULL,NULL
Laboure College,Milton,www.laboure.edu/Laboure/About-Us,25,42.2774,-71.0666,0,0,30,0.873
Clark University,Worcester,www.clarku.edu,25,42.2511,-71.8235,0,0,NULL,0.6154
Conway School of Landscape Design,Conway,www.csld.edu,25,42.5063,-72.6869,0,0,NULL,NULL
Curry College,Milton,www.curry.edu,25,42.2406,-71.114,0,0,NULL,0.6692
Lincoln Technical Institute-Somerville,Somerville,www.lincolntech.com,25,42.3917,-71.0821,0,0,NULL,NULL
Dean College,Franklin,www.dean.edu,25,42.085,-71.399,0,0,NULL,0.6835
Diman Regional Technical Institute,Fall River,dimanregional.org,25,41.6918,-71.1315,0,0,NULL,0.3433
National Aviation Academy of New England,Bedford,www.naa.edu,25,42.462,-71.2902,0,0,NULL,NULL
Eastern Nazarene College,Quincy,www.enc.edu,25,42.2712,-71.0112,0,0,59,0.5579
Emerson College,Boston,www.emerson.edu,25,42.3553,-71.074,0,0,NULL,0.4798
Emmanuel College,Boston,www.emmanuel.edu,25,42.3412,-71.103,0,0,30,0.6049
Endicott College,Beverly,www.endicott.edu,25,42.5542,-70.8407,0,0,NULL,0.7165
Episcopal Divinity School,Cambridge,www.eds.edu,25,42.3766,-71.1255,0,0,73,NULL
Rob Roy Academy-Fall River,Fall River,www.rob-roy.com,25,41.6988,-71.1579,0,0,NULL,NULL
Fisher College,Boston,www.fisher.edu,25,42.3553,-71.0741,0,0,NULL,0.6273
Fitchburg State University,Fitchburg,www.fitchburgstate.edu,25,42.5893,-71.7894,0,0,NULL,0.7211
Framingham State University,Framingham,www.framingham.edu/index.html,25,42.2973,-71.4372,0,0,NULL,0.5167
Benjamin Franklin Institute of Technology,Boston,www.bfit.edu/,25,42.346,-71.0702,0,0,NULL,NULL
Gordon College,Wenham,www.gordon.edu,25,42.5882,-70.8191,0,0,42,0.4133
Gordon-Conwell Theological Seminary,South Hamilton,www.gordonconwell.edu,25,42.6135,-70.8464,0,0,NULL,NULL
Greenfield Community College,Greenfield,www.gcc.mass.edu,25,42.5995,-72.631,0,0,NULL,NULL
Hallmark Institute of Photography,Turners Falls,hallmark.edu,25,42.5894,-72.5298,0,0,NULL,NULL
Hampshire College,Amherst,www.hampshire.edu,25,42.3248,-72.5324,0,0,NULL,0.6369
Harvard University,Cambridge,www.harvard.edu,25,42.3744,-71.1182,0,0,NULL,0.0584
Hebrew College,Newton Centre,www.hebrewcollege.edu,25,42.3264,-71.1905,0,0,NULL,NULL
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,hchc.edu,25,42.317,-71.1294,0,0,91,NULL
Henris School of Hair Design,Fitchburg,www.henrischoolofhairdesign.com,25,42.5775,-71.7923,0,0,NULL,NULL
College of the Holy Cross,Worcester,www.holycross.edu,25,42.2389,-71.8086,0,0,30,0.3297
Holyoke Community College,Holyoke,www.hcc.edu,25,42.1955,-72.6507,0,0,NULL,NULL
Sanford-Brown College-Boston,Boston,www.sanfordbrown.edu/Boston,25,42.3511,-71.0763,0,0,NULL,NULL
Kay Harvey Academy of Hair Design,West Springfield,www.labarononline.com,25,42.1058,-72.6225,0,0,NULL,NULL
La Baron Hairdressing Academy-Brockton,Brockton,www.labarononline.com,25,42.0526,-71.0603,0,0,NULL,NULL
La Baron Hairdressing Academy-New Bedford,New Bedford,labarononline.com,25,41.6339,-70.9293,0,0,NULL,NULL
Lasell College,Newton,www.lasell.edu/,25,42.3427,-71.2437,0,0,NULL,0.7614
Lawrence Memorial Hospital School of Nursing,Medford,www.lmregisnurse.org,25,42.4256,-71.1108,0,0,30,NULL
Lesley University,Cambridge,www.lesley.edu,25,42.3784,-71.1156,0,0,NULL,0.6749
Lowell Academy Hairstyling Institute,Lowell,www.lowellacademy.com,25,42.6437,-71.3081,0,0,NULL,NULL
University of Massachusetts-Lowell,Lowell,www.uml.edu,25,42.6537,-71.3251,0,0,NULL,0.6397
Mansfield Beauty Schools-Springfield,Springfield,mansfieldbeautyschools.edu,25,42.1037,-72.5915,0,0,NULL,NULL
Mansfield Beauty Schools-Quincy,Quincy,www.mansfieldbeautyschools.edu,25,42.2452,-71.0032,0,0,NULL,NULL
Marian Court College,Swampscott,www.mariancourt.edu,25,42.4697,-70.8919,0,0,30,NULL
University of Massachusetts-Amherst,Amherst,www.umass.edu,25,42.391,-72.5274,0,0,NULL,0.6294
University of Massachusetts-Boston,Boston,www.umb.edu,25,42.3145,-71.0387,0,0,NULL,0.7141
Massachusetts Bay Community College,Wellesley Hills,www.massbay.edu,25,42.3127,-71.264,0,0,NULL,NULL
MCPHS University,Boston,www.mcphs.edu,25,42.337,-71.101,0,0,NULL,0.8921
Massachusetts College of Art and Design,Boston,www.massart.edu,25,42.3369,-71.0995,0,0,NULL,0.6982
Massachusetts Institute of Technology,Cambridge,web.mit.edu/student/,25,42.3601,-71.0921,0,0,NULL,0.0815
Massachusetts Maritime Academy,Buzzards Bay,www.maritime.edu,25,41.7405,-70.624,0,0,NULL,0.7726
University of Massachusetts Medical School Worcester,Worcester,www.umassmed.edu,25,42.2776,-71.7607,0,0,NULL,NULL
Massachusetts School of Professional Psychology,Newton,www.mspp.edu,25,42.278,-71.1796,0,0,NULL,NULL
Massachusetts School of Barbering,Quincy,massschoolofbarbering.com,25,42.247,-71.001,0,0,NULL,NULL
Massasoit Community College,Brockton,www.massasoit.mass.edu,25,42.076,-70.9889,0,0,NULL,NULL
Merrimack College,North Andover,www.merrimack.edu,25,42.6684,-71.1242,0,0,30,0.786
MGH Institute of Health Professions,Boston,www.mghihp.edu,25,42.3736,-71.0565,0,0,NULL,NULL
Middlesex Community College,Bedford,www.middlesex.mass.edu,25,42.5251,-71.274,0,0,NULL,NULL
Montserrat College of Art,Beverly,www.montserrat.edu/,25,42.5504,-70.8764,0,0,NULL,NULL
Mount Holyoke College,South Hadley,www.mtholyoke.edu,25,42.2576,-72.5736,0,1,NULL,0.4681
Mount Ida College,Newton,www.mountida.edu,25,42.2932,-71.1947,0,0,NULL,0.6065
Mount Wachusett Community College,Gardner,MWCC.EDU,25,42.5932,-71.9841,0,0,NULL,NULL
Cortiva Institute-Boston,Watertown,www.cortiva.com,25,42.3617,-71.1907,0,0,NULL,NULL
School of the Museum of Fine Arts-Boston,Boston,www.smfa.edu,25,42.339,-71.0969,0,0,NULL,0.7681
Everest Institute-Brighton,Brighton,www.everest.edu/campus/brighton,25,42.3471,-71.1414,0,0,NULL,NULL
Rob Roy Academy-New Bedford,New Bedford,www.rob-roy.com,25,41.6719,-70.9252,0,0,NULL,NULL
The New England Conservatory of Music,Boston,necmusic.edu,25,42.341,-71.0863,0,0,NULL,0.2777
New England College of Optometry,Boston,www.neco.edu,25,42.3517,-71.0865,0,0,NULL,NULL
New England School of Acupuncture,Newton,www.nesa.edu,25,42.3637,-71.1949,0,0,NULL,NULL
New England School of Law,Boston,www.nesl.edu,25,42.3508,-71.0665,0,0,NULL,NULL
New England School of Photography,Boston,www.NESOP.com,25,42.3492,-71.097,0,0,NULL,NULL
Newbury College,Brookline,www.newbury.edu,25,42.331,-71.1421,0,0,NULL,0.5953
Nichols College,Dudley,www.nichols.edu,25,42.0425,-71.9296,0,0,NULL,0.8047
Massachusetts College of Liberal Arts,North Adams,www.mcla.edu,25,42.6924,-73.1035,0,0,NULL,0.672
North Bennet Street School,Boston,www.nbss.edu,25,42.3658,-71.0549,0,0,NULL,NULL
North Shore Community College,Danvers,www.northshore.edu,25,42.5973,-70.9683,0,0,NULL,NULL
The New England Institute of Art,Brookline,www.artinstitutes.edu/boston,25,42.3321,-71.1157,0,0,NULL,NULL
Northeastern University,Boston,www.northeastern.edu,25,42.34,-71.0888,0,0,NULL,0.3231
Northern Essex Community College,Haverhill,www.necc.mass.edu/,25,42.7961,-71.0475,0,0,NULL,NULL
College of Our Lady of the Elms,Chicopee,www.elms.edu,25,42.1418,-72.6015,0,0,30,0.7492
Pine Manor College,Chestnut Hill,www.pmc.edu,25,42.3196,-71.157,0,0,NULL,0.6411
Blessed John XXIII National Seminary,Weston,www.blessedjohnxxiii.edu,25,42.3455,-71.2717,1,0,30,NULL
Quincy College,Quincy,www.quincycollege.edu,25,42.253,-71.0033,0,0,NULL,NULL
Quinsigamond Community College,Worcester,www.qcc.edu,25,42.3147,-71.7936,0,0,NULL,NULL
Regis College,Weston,www.regiscollege.edu,25,42.3511,-71.3091,0,0,30,0.7243
Roxbury Community College,Roxbury Crossing,www.rcc.mass.edu,25,42.3297,-71.0954,0,0,NULL,NULL
Saint John's Seminary,Brighton,www.sjs.edu,25,42.3441,-71.162,1,0,30,1
Salem State University,Salem,www.salemstate.edu,25,42.5029,-70.8893,0,0,NULL,0.6929
Salter College-West Boylston,West Boylston,www.salter.edu,25,42.3507,-71.7879,0,0,NULL,NULL
Simmons College,Boston,www.simmons.edu,25,42.3393,-71.1,0,1,NULL,0.4897
Bard College at Simon's Rock,Great Barrington,www.simons-rock.edu/,25,42.2092,-73.38,0,0,NULL,0.922
Smith College,Northampton,www.smith.edu,25,42.3179,-72.6381,0,1,NULL,0.4308
Southeastern Technical Institute,South Easton,www.sti-tech.info,25,42.0113,-71.0813,0,0,NULL,0.6604
Springfield College,Springfield,www.spfldcol.edu,25,42.105,-72.5557,0,0,NULL,0.6992
Springfield Technical Community College,Springfield,www.stcc.edu,25,42.1084,-72.5816,0,0,NULL,NULL
University of Massachusetts-Dartmouth,North Dartmouth,www.umassd.edu,25,41.6289,-71.0055,0,0,NULL,0.7213
Stonehill College,Easton,www.stonehill.edu,25,42.0614,-71.0781,0,0,30,0.7091
Suffolk University,Boston,www.suffolk.edu,25,42.3591,-71.0618,0,0,NULL,0.825
Rob Roy Academy-Taunton,Taunton,www.rob-roy.com,25,41.9019,-71.0919,0,0,NULL,NULL
Tufts University,Medford,www.tufts.edu,25,42.406,-71.1206,0,0,NULL,0.1884
Wellesley College,Wellesley,www.wellesley.edu,25,42.2938,-71.308,0,1,NULL,0.2911
Wentworth Institute of Technology,Boston,WWW.WIT.EDU,25,42.3366,-71.095,0,0,NULL,0.5761
Western New England University,Springfield,www.wne.edu,25,42.1158,-72.5188,0,0,NULL,0.8151
Westfield State University,Westfield,www.westfield.ma.edu,25,42.1316,-72.7957,0,0,NULL,0.7487
Wheaton College,Norton,www.wheatoncollege.edu,25,41.9668,-71.1842,0,0,NULL,0.6737
Wheelock College,Boston,www.wheelock.edu,25,42.3425,-71.1058,0,0,NULL,0.7318
Williams College,Williamstown,www.williams.edu,25,42.7117,-73.2059,0,0,NULL,0.1702
Worcester Polytechnic Institute,Worcester,www.wpi.edu,25,42.2751,-71.8088,0,0,NULL,0.5159
Worcester State University,Worcester,www.worcester.edu,25,42.2675,-71.844,0,0,NULL,0.6062
Adrian College,Adrian,www.adrian.edu,26,41.8984,-84.0599,0,0,71,0.5628
Albion College,Albion,www.albion.edu,26,42.2446,-84.7461,0,0,71,0.5639
Hillsdale Beauty College,Hillsdale,www.hillsdalebeautycollege.com,26,41.9191,-84.6316,0,0,NULL,NULL
Northwestern Technological Institute,Southfield,www.northwesterntech.edu,26,42.4693,-83.2384,0,0,NULL,NULL
Alma College,Alma,www.alma.edu,26,43.3792,-84.6701,0,0,66,0.6791
Alpena Community College,Alpena,www.alpenacc.edu,26,45.0816,-83.4451,0,0,NULL,NULL
Andrews University,Berrien Springs,www.andrews.edu,26,41.9633,-86.3559,0,0,95,0.3751
Aquinas College,Grand Rapids,www.aquinas.edu,26,42.9604,-85.6262,0,0,30,0.7135
Baker College of Owosso,Owosso,www.baker.edu,26,42.987,-84.1709,0,0,NULL,NULL
Baker College of Flint,Flint,www.baker.edu,26,42.9748,-83.6947,0,0,NULL,NULL
Bay de Noc Community College,Escanaba,www.baycollege.edu/,26,45.7697,-87.0807,0,0,NULL,NULL
Bayshire Academy of Beauty Craft Inc,Bay City,www.bayshirebeautyacademy.edu,26,43.5995,-83.8891,0,0,NULL,NULL
Cadillac Institute of Cosmetology,Cadillac,www.cad.instituteofcos.com/,26,NULL,NULL,0,0,NULL,NULL
Calvin College,Grand Rapids,www.calvin.edu,26,42.9299,-85.5875,0,0,35,0.6975
Calvin Theological Seminary,Grand Rapids,www.calvinseminary.edu,26,42.9299,-85.5874,0,0,35,NULL
